Seq #,Title,20 Char,Publisher,Prods,ISSN,E-ISSN,Country,Language,SCIE,SSCI,AHCI,WoS Category
30152J,COMPUTERS & GEOSCIENCES,COMPUT GEOSCI-UK,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  S  CC ES,0098-3004,1873-7803,ENGLAND,English,,,,"Computer Science, Interdisciplinary Applications"
30152J,COMPUTERS & GEOSCIENCES,COMPUT GEOSCI-UK,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  S  CC ES,0098-3004,1873-7803,ENGLAND,English,,,,"Geosciences, Multidisciplinary"
30138J,COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,PERGAMON-ELSEVIER SCIENCE LTD,D  JS Q  XC T  CC ES,0097-8493,1873-7684,ENGLAND,English,,,,"Computer Science, Software Engineering"
30158J,COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,PERGAMON-ELSEVIER SCIENCE LTD,D  JS Q  XC T  CC ES,0360-8352,1879-0550,ENGLAND,Multi-Language,,,,"Computer Science, Interdisciplinary Applications"
30158J,COMPUTERS & INDUSTRIAL ENGINEERING,COMPUT IND ENG,PERGAMON-ELSEVIER SCIENCE LTD,D  JS Q  XC T  CC ES,0360-8352,1879-0550,ENGLAND,Multi-Language,,,,"Engineering, Industrial"
03358J,COMPUTERS & MATHEMATICS WITH APPLICATIONS,COMPUT MATH APPL,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  T  CC ES,0898-1221,1873-7668,ENGLAND,English,,,,"Mathematics, Applied"
30235J,COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,PERGAMON-ELSEVIER SCIENCE LTD,D  JS Q  XC T  CC ES,0305-0548,1873-765X,ENGLAND,English,,,,Operations Research & Management Science
30235J,COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,PERGAMON-ELSEVIER SCIENCE LTD,D  JS Q  XC T  CC ES,0305-0548,1873-765X,ENGLAND,English,,,,"Computer Science, Interdisciplinary Applications"
30235J,COMPUTERS & OPERATIONS RESEARCH,COMPUT OPER RES,PERGAMON-ELSEVIER SCIENCE LTD,D  JS Q  XC T  CC ES,0305-0548,1873-765X,ENGLAND,English,,,,"Engineering, Industrial"
10990J,COMPUTERS & SECURITY,COMPUT SECUR,ELSEVIER ADVANCED TECHNOLOGY,D  JS Q  XC T  CC ES,0167-4048,1872-6208,ENGLAND,English,,,,"Computer Science, Information Systems"
30262J,COMPUTERS & STRUCTURES,COMPUT STRUCT,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  T  CC ES,0045-7949,1879-2243,ENGLAND,Multi-Language,,,,"Engineering, Civil"
30262J,COMPUTERS & STRUCTURES,COMPUT STRUCT,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  T  CC ES,0045-7949,1879-2243,ENGLAND,Multi-Language,,,,"Computer Science, Interdisciplinary Applications"
C6253J,Computers and Concrete,COMPUT CONCRETE,TECHNO-PRESS,D  JS Q  XC ES,1598-8198,1598-818X,SOUTH KOREA,English,,,,"Computer Science, Interdisciplinary Applications"
C6253J,Computers and Concrete,COMPUT CONCRETE,TECHNO-PRESS,D  JS Q  XC ES,1598-8198,1598-818X,SOUTH KOREA,English,,,,Construction & Building Technology
C6253J,Computers and Concrete,COMPUT CONCRETE,TECHNO-PRESS,D  JS Q  XC ES,1598-8198,1598-818X,SOUTH KOREA,English,,,,"Engineering, Civil"
C6253J,Computers and Concrete,COMPUT CONCRETE,TECHNO-PRESS,D  JS Q  XC ES,1598-8198,1598-818X,SOUTH KOREA,English,,,,"Materials Science, Characterization & Testing"
11388J,COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,ELSEVIER SCI LTD,D  JS Q  XC A  B2 BA BP CC ES,0168-1699,1872-7107,ENGLAND,English,,,,"Computer Science, Interdisciplinary Applications"
11388J,COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,ELSEVIER SCI LTD,D  JS Q  XC A  B2 BA BP CC ES,0168-1699,1872-7107,ENGLAND,English,,,,"Agriculture, Multidisciplinary"
10523J,COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,ELSEVIER SCI LTD,D  JS Q  XC T  CC ES,0266-352X,1873-7633,ENGLAND,English,,,,"Engineering, Geological"
10523J,COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,ELSEVIER SCI LTD,D  JS Q  XC T  CC ES,0266-352X,1873-7633,ENGLAND,English,,,,"Computer Science, Interdisciplinary Applications"
10523J,COMPUTERS AND GEOTECHNICS,COMPUT GEOTECH,ELSEVIER SCI LTD,D  JS Q  XC T  CC ES,0266-352X,1873-7633,ENGLAND,English,,,,"Geosciences, Multidisciplinary"
03359J,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,ELSEVIER SCI LTD,J  SS JZ Q  B  CC ES,0198-9715,1873-7587,ENGLAND,Multi-Language,0,1,,Geography
03359J,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,ELSEVIER SCI LTD,J  SS JZ Q  B  CC ES,0198-9715,1873-7587,ENGLAND,Multi-Language,,,,Environmental Studies
03359J,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,ELSEVIER SCI LTD,J  SS JZ Q  B  CC ES,0198-9715,1873-7587,ENGLAND,Multi-Language,,,,"Engineering, Environmental"
03359J,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,ELSEVIER SCI LTD,J  SS JZ Q  B  CC ES,0198-9715,1873-7587,ENGLAND,Multi-Language,,,,Operations Research & Management Science
03359J,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,COMPUT ENVIRON URBAN,ELSEVIER SCI LTD,J  SS JZ Q  B  CC ES,0198-9715,1873-7587,ENGLAND,Multi-Language,,,,"Computer Science, Interdisciplinary Applications"
30233J,COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  P  B1 BA BP CC ES,0010-4825,1879-0534,UNITED STATES,English,1,0,,Biology
30233J,COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  P  B1 BA BP CC ES,0010-4825,1879-0534,UNITED STATES,English,,,,"Computer Science, Interdisciplinary Applications"
30233J,COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  P  B1 BA BP CC ES,0010-4825,1879-0534,UNITED STATES,English,,,,"Engineering, Biomedical"
30233J,COMPUTERS IN BIOLOGY AND MEDICINE,COMPUT BIOL MED,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  P  B1 BA BP CC ES,0010-4825,1879-0534,UNITED STATES,English,,,,Mathematical & Computational Biology
06977J,COMPUTERS IN HUMAN BEHAVIOR,COMPUT HUM BEHAV,PERGAMON-ELSEVIER SCIENCE LTD,J  SS JZ Q  B  CC ES,0747-5632,1873-7692,UNITED STATES,English,0,1,,"Psychology, Multidisciplinary"
06977J,COMPUTERS IN HUMAN BEHAVIOR,COMPUT HUM BEHAV,PERGAMON-ELSEVIER SCIENCE LTD,J  SS JZ Q  B  CC ES,0747-5632,1873-7692,UNITED STATES,English,,,,"Psychology, Experimental"
04747J,COMPUTERS IN INDUSTRY,COMPUT IND,ELSEVIER SCIENCE BV,D  JS Q  XC T  CC ES,0166-3615,1872-6194,NETHERLANDS,English,1,0,,"Computer Science, Interdisciplinary Applications"
30316J,COMPUTING,COMPUTING,SPRINGER WIEN,K  D  JS Q  T  CC ES,0010-485X,1436-5057,AUSTRIA,English,,,,"Computer Science, Theory & Methods"
13611J,COMPUTING AND INFORMATICS,COMPUT INFORM,SLOVAK ACAD SCIENCES INST INFORMATICS,D  JS Q  XC T  CC ES,1335-9150,,SLOVAKIA,English,,,,"Computer Science, Artificial Intelligence"
12858J,COMPUTING IN SCIENCE & ENGINEERING,COMPUT SCI ENG,IEEE COMPUTER SOC,D  JS Q  XC S  T  EC CC ES,1521-9615,1558-366X,UNITED STATES,English,,,,"Computer Science, Interdisciplinary Applications"
C8282J,Comunicar,COMUNICAR,GRUPO COMUNICAR,SS JZ Q  XC WS ES,1134-3478,1988-3293,SPAIN,Multi-Language,0,1,,Education & Educational Research
C8282J,Comunicar,COMUNICAR,GRUPO COMUNICAR,SS JZ Q  XC WS ES,1134-3478,1988-3293,SPAIN,Multi-Language,,,,Communication
D1539J,Concentric-Literary and Cultural Studies,CONCENTRIC,NATL TAIWAN NORMAL UNIV,H  Q  Y  WS CC,1729-6897,1729-8792,TAIWAN,English,,0,1,Literary Theory & Criticism
D1539J,Concentric-Literary and Cultural Studies,CONCENTRIC,NATL TAIWAN NORMAL UNIV,H  Q  Y  WS CC,1729-6897,1729-8792,TAIWAN,English,,,,Literature
14003J,CONCEPTS IN MAGNETIC RESONANCE PART A,CONCEPT MAGN RESON A,WILEY-BLACKWELL,K  D  JS Q  XC S  CC ES,1546-6086,1552-5023,UNITED STATES,English,1,,0,Spectroscopy
14003J,CONCEPTS IN MAGNETIC RESONANCE PART A,CONCEPT MAGN RESON A,WILEY-BLACKWELL,K  D  JS Q  XC S  CC ES,1546-6086,1552-5023,UNITED STATES,English,,,,"Chemistry, Physical"
14003J,CONCEPTS IN MAGNETIC RESONANCE PART A,CONCEPT MAGN RESON A,WILEY-BLACKWELL,K  D  JS Q  XC S  CC ES,1546-6086,1552-5023,UNITED STATES,English,,,,"Radiology, Nuclear Medicine & Medical Imaging"
14003J,CONCEPTS IN MAGNETIC RESONANCE PART A,CONCEPT MAGN RESON A,WILEY-BLACKWELL,K  D  JS Q  XC S  CC ES,1546-6086,1552-5023,UNITED STATES,English,,,,"Physics, Atomic, Molecular & Chemical"
14004J,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,CONCEPT MAGN RESON B,WILEY-BLACKWELL,K  D  JS Q  XC S  T  CC ES,1552-5031,1552-504X,UNITED STATES,English,,,,Spectroscopy
14004J,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,CONCEPT MAGN RESON B,WILEY-BLACKWELL,K  D  JS Q  XC S  T  CC ES,1552-5031,1552-504X,UNITED STATES,English,,,,"Chemistry, Physical"
14004J,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,CONCEPT MAGN RESON B,WILEY-BLACKWELL,K  D  JS Q  XC S  T  CC ES,1552-5031,1552-504X,UNITED STATES,English,,,,Instruments & Instrumentation
14004J,CONCEPTS IN MAGNETIC RESONANCE PART B-MAGNETIC RESONANCE ENGINEERING,CONCEPT MAGN RESON B,WILEY-BLACKWELL,K  D  JS Q  XC S  T  CC ES,1552-5031,1552-504X,UNITED STATES,English,,,,"Physics, Atomic, Molecular & Chemical"
13556J,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,WILEY-BLACKWELL,D  JS Q  XC T  CC ES,1532-0626,1532-0634,ENGLAND,English,,,,"Computer Science, Theory & Methods"
13556J,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,CONCURR COMP-PRACT E,WILEY-BLACKWELL,D  JS Q  XC T  CC ES,1532-0626,1532-0634,ENGLAND,English,,,,"Computer Science, Software Engineering"
10866J,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,SAGE PUBLICATIONS LTD,K  D  JS Q  XC T  CC ES,1063-293X,1531-2003,ENGLAND,English,,,,"Computer Science, Interdisciplinary Applications"
10866J,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,SAGE PUBLICATIONS LTD,K  D  JS Q  XC T  CC ES,1063-293X,1531-2003,ENGLAND,English,,,,"Engineering, Manufacturing"
10866J,CONCURRENT ENGINEERING-RESEARCH AND APPLICATIONS,CONCURRENT ENG-RES A,SAGE PUBLICATIONS LTD,K  D  JS Q  XC T  CC ES,1063-293X,1531-2003,ENGLAND,English,,,,Operations Research & Management Science
C6019J,Condensed Matter Physics,CONDENS MATTER PHYS,INST CONDENSED MATTER PHYSICS NATL ACAD SCIENCES UKRAINE,D  JS Q  XC S  CC ES,1607-324X,2224-9079,UKRAINE,English,,,,"Physics, Condensed Matter"
30448J,CONDOR,CONDOR,COOPER ORNITHOLOGICAL SOC,K  D  JS Q  A  B1 B7 BA BP CC ES,0010-5422,1938-5129,UNITED STATES,English,,,,Ornithology
11570J,CONFIGURATIONS,CONFIGURATIONS,JOHNS HOPKINS UNIV PRESS,H  Q  XC,1063-1801,1080-6520,UNITED STATES,English,0,,1,History & Philosophy of Science
11570J,CONFIGURATIONS,CONFIGURATIONS,JOHNS HOPKINS UNIV PRESS,H  Q  XC,1063-1801,1080-6520,UNITED STATES,English,,,,History & Philosophy of Science
11570J,CONFIGURATIONS,CONFIGURATIONS,JOHNS HOPKINS UNIV PRESS,H  Q  XC,1063-1801,1080-6520,UNITED STATES,English,,,,History & Philosophy of Science
04143J,CONFLICT MANAGEMENT AND PEACE SCIENCE,CONFLICT MANAG PEACE,SAGE PUBLICATIONS INC,J  SS JZ Q  BC ES,0738-8942,1549-9219,UNITED STATES,English,,1,0,International Relations
06949J,CONFLUENCIA-REVISTA HISPANICA DE CULTURA Y LITERATURA,CONFLUENCIA,"UNIV NORTHERN COLORADO C/O ESTER G. GONZALEZ, EDITOR",H  Q  Y  CC,0888-6091,,UNITED STATES,Multi-Language,,0,1,"Literature, Romance"
06949J,CONFLUENCIA-REVISTA HISPANICA DE CULTURA Y LITERATURA,CONFLUENCIA,"UNIV NORTHERN COLORADO C/O ESTER G. GONZALEZ, EDITOR",H  Q  Y  CC,0888-6091,,UNITED STATES,Multi-Language,,,,Literary Theory & Criticism
00448J,CONFRONTATION,CONFRONTATION,"LONG ISLAND UNIV, CW POST COLL",H  Q  Y  CC,0010-5716,,UNITED STATES,English,,,,Literary Reviews
C1320J,CONGENITAL ANOMALIES,CONGENIT ANOM,WILEY-BLACKWELL,D  JS Q  XC B1 BA BP ES,0914-3505,1741-4520,JAPAN,English,1,,0,Pediatrics
D0528J,Congenital Heart Disease,CONGENIT HEART DIS,WILEY-BLACKWELL,D  JS Q  XC C  CC ES,1747-079X,1747-0803,UNITED STATES,English,,,,Cardiac & Cardiovascular Systems
00187J,CONNAISSANCE DES ARTS,CONNAISSANCE ARTS,SFPA-CONNAISSANCE ARTS,H  Q  Y  CC,0293-9274,,FRANCE,French,0,,1,Art
13087J,CONNECTION SCIENCE,CONNECT SCI,TAYLOR & FRANCIS LTD,K  D  JS Q  XC T  CC ES SP,0954-0091,1360-0494,ENGLAND,English,1,,0,"Computer Science, Theory & Methods"
13087J,CONNECTION SCIENCE,CONNECT SCI,TAYLOR & FRANCIS LTD,K  D  JS Q  XC T  CC ES SP,0954-0091,1360-0494,ENGLAND,English,,,,"Computer Science, Artificial Intelligence"
30572J,CONNECTIVE TISSUE RESEARCH,CONNECT TISSUE RES,TAYLOR & FRANCIS INC,K  D  JS Q  P  B2 BA BP PI CC ES SP,0300-8207,1607-8438,ENGLAND,English,,,,Orthopedics
30572J,CONNECTIVE TISSUE RESEARCH,CONNECT TISSUE RES,TAYLOR & FRANCIS INC,K  D  JS Q  P  B2 BA BP PI CC ES SP,0300-8207,1607-8438,ENGLAND,English,,,,Cell Biology
00449J,CONRADIANA,CONRADIANA,TEXAS TECH UNIV PRESS,H  Q  Y  CC,0010-6356,1935-0252,UNITED STATES,English,0,,1,"Literature, British Isles"
10026J,CONSCIOUSNESS AND COGNITION,CONSCIOUS COGN,ACADEMIC PRESS INC ELSEVIER SCIENCE,J  SS JZ Q  B  CC ES,1053-8100,1090-2376,UNITED STATES,English,,1,0,"Psychology, Experimental"
D1133J,Conservation & Society,CONSERV SOC,MEDKNOW PUBLICATIONS & MEDIA PVT LTD,SS JZ Q  XC B  B7 CC ES,0972-4923,0975-3133,INDIA,English,,,,Environmental Studies
D2717J,Conservation and Management of Archaeological Sites,CONSERV MANAGE ARCHA,MANEY PUBLISHING,H  Q  Y  CC,1350-5033,1753-5522,ENGLAND,English,,0,1,Archaeology
07664J,CONSERVATION BIOLOGY,CONSERV BIOL,WILEY-BLACKWELL,K  D  JS Q  A  B2 B7 BA BP CC ES,0888-8892,1523-1739,UNITED STATES,English,1,,0,Ecology
07664J,CONSERVATION BIOLOGY,CONSERV BIOL,WILEY-BLACKWELL,K  D  JS Q  A  B2 B7 BA BP CC ES,0888-8892,1523-1739,UNITED STATES,English,,,,Environmental Sciences
07664J,CONSERVATION BIOLOGY,CONSERV BIOL,WILEY-BLACKWELL,K  D  JS Q  A  B2 B7 BA BP CC ES,0888-8892,1523-1739,UNITED STATES,English,,,,Biodiversity Conservation
13855J,CONSERVATION GENETICS,CONSERV GENET,SPRINGER,D  JS Q  XC A  B1 B7 BA BP CC ES,1566-0621,1572-9737,NETHERLANDS,English,,,,Genetics & Heredity
13855J,CONSERVATION GENETICS,CONSERV GENET,SPRINGER,D  JS Q  XC A  B1 B7 BA BP CC ES,1566-0621,1572-9737,NETHERLANDS,English,,,,Biodiversity Conservation
D0628J,Conservation Genetics Resources,CONSERV GENET RESOUR,SPRINGER,D  JS Q  XC A  B1 B7 BA BP CC ES,1877-7252,1877-7260,NETHERLANDS,English,,,,Biodiversity Conservation
D0628J,Conservation Genetics Resources,CONSERV GENET RESOUR,SPRINGER,D  JS Q  XC A  B1 B7 BA BP CC ES,1877-7252,1877-7260,NETHERLANDS,English,,,,Genetics & Heredity
C8576J,Conservation Letters,CONSERV LETT,WILEY-BLACKWELL,D  JS Q  XC A  B1 B7 BA BP CC ES,1755-263X,1755-263X,ENGLAND,English,,,,Biodiversity Conservation
14242J,CONSTRAINTS,CONSTRAINTS,SPRINGER,D  JS Q  XC T  CC ES,1383-7133,1572-9354,NETHERLANDS,English,,,,"Computer Science, Artificial Intelligence"
14242J,CONSTRAINTS,CONSTRAINTS,SPRINGER,D  JS Q  XC T  CC ES,1383-7133,1572-9354,NETHERLANDS,English,,,,"Computer Science, Theory & Methods"
09991J,CONSTRUCTION AND BUILDING MATERIALS,CONSTR BUILD MATER,ELSEVIER SCI LTD,D  JS Q  XC ES,0950-0618,1879-0526,ENGLAND,English,,,,"Engineering, Civil"
09991J,CONSTRUCTION AND BUILDING MATERIALS,CONSTR BUILD MATER,ELSEVIER SCI LTD,D  JS Q  XC ES,0950-0618,1879-0526,ENGLAND,English,,,,Construction & Building Technology
09991J,CONSTRUCTION AND BUILDING MATERIALS,CONSTR BUILD MATER,ELSEVIER SCI LTD,D  JS Q  XC ES,0950-0618,1879-0526,ENGLAND,English,,,,"Materials Science, Multidisciplinary"
D3856J,Construction History-International Journal of the Construction History Society,CONSTR HIST,CONSTRUCTION HISTORY SOC,H  Q  Y  CC,0267-7768,,ENGLAND,English,0,,1,Architecture
D3856J,Construction History-International Journal of the Construction History Society,CONSTR HIST,CONSTRUCTION HISTORY SOC,H  Q  Y  CC,0267-7768,,ENGLAND,English,,,,History
06417J,CONSTRUCTIVE APPROXIMATION,CONSTR APPROX,SPRINGER,K  D  JS Q  S  CC ES,0176-4276,1432-0940,UNITED STATES,English,1,,0,Mathematics
C9767J,Constructivist Foundations,CONSTR FOUND,ALEXANDER RIEGLER,H  Q  Y  CC,1782-348X,****-****,BELGIUM,English,0,,1,Philosophy
D1445J,Consumption Markets & Culture,CONSUMP MARK CULT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",SS JZ Q  XC B  CC ES SP,1025-3866,1477-223X,UNITED STATES,English,,1,0,Business
30579J,CONTACT DERMATITIS,CONTACT DERMATITIS,WILEY-BLACKWELL,K  D  JS Q  C  B2 BA BP PI CC ES,0105-1873,1600-0536,DENMARK,English,1,0,,Allergy
30579J,CONTACT DERMATITIS,CONTACT DERMATITIS,WILEY-BLACKWELL,K  D  JS Q  C  B2 BA BP PI CC ES,0105-1873,1600-0536,DENMARK,English,,,,Dermatology
D0918J,Contact Lens & Anterior Eye,CONTACT LENS ANTERIO,ELSEVIER SCIENCE BV,D  JS Q  XC C  CC ES,1367-0484,1476-5411,NETHERLANDS,English,,,,Ophthalmology
C7764J,Contemporanea,CONTEMPORANEA,SOC ED IL MULINO,H  Q  WS,1127-3070,,ITALY,Italian,0,,1,History
13796J,CONTEMPORARY ACCOUNTING RESEARCH,CONTEMP ACCOUNT RES,WILEY-BLACKWELL,J  SS JZ Q  B  CC ES,0823-9150,1911-3846,CANADA,English,,1,0,"Business, Finance"
C9356J,Contemporary British History,CONTEMP BR HIST,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  SP,1361-9462,1743-7997,ENGLAND,English,,0,1,History
C9573J,Contemporary Buddhism,CONTEMP BUDDHISM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,1463-9947,1476-7953,ENGLAND,English,,,,Religion
C9573J,Contemporary Buddhism,CONTEMP BUDDHISM,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,1463-9947,1476-7953,ENGLAND,English,,,,Philosophy
12360J,CONTEMPORARY CHINESE THOUGHT,CONTEMP CHIN THOUGHT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC,1097-1467,1558-0997,PEOPLES R CHINA,English,,,,Asian Studies
12360J,CONTEMPORARY CHINESE THOUGHT,CONTEMP CHIN THOUGHT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC,1097-1467,1558-0997,PEOPLES R CHINA,English,,,,Philosophy
C5791J,Contemporary Clinical Trials,CONTEMP CLIN TRIALS,ELSEVIER SCIENCE INC,K  D  JS Q  C  P  DF B1 BA BP PI CC ES,1551-7144,1559-2030,UNITED STATES,English,1,,0,Pharmacology & Pharmacy
C5791J,Contemporary Clinical Trials,CONTEMP CLIN TRIALS,ELSEVIER SCIENCE INC,K  D  JS Q  C  P  DF B1 BA BP PI CC ES,1551-7144,1559-2030,UNITED STATES,English,,,,"Medicine, Research & Experimental"
10631J,CONTEMPORARY ECONOMIC POLICY,CONTEMP ECON POLICY,WILEY-BLACKWELL,J  SS JZ Q  B  CC ES,1074-3529,1465-7287,UNITED STATES,English,0,1,,Economics
10631J,CONTEMPORARY ECONOMIC POLICY,CONTEMP ECON POLICY,WILEY-BLACKWELL,J  SS JZ Q  B  CC ES,1074-3529,1465-7287,UNITED STATES,English,,,,Public Administration
30618J,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,CONTEMP EDUC PSYCHOL,ACADEMIC PRESS INC ELSEVIER SCIENCE,J  SS JZ Q  B  CC ES,0361-476X,1090-2384,UNITED STATES,English,,,,"Psychology, Educational"
C8902J,Contemporary European History,CONTEMP EUR HIST,CAMBRIDGE UNIV PRESS,SS H  JZ Q  XC B  Y  CC ES,0960-7773,1469-2171,UNITED STATES,English,,,1,History
C8902J,Contemporary European History,CONTEMP EUR HIST,CAMBRIDGE UNIV PRESS,SS H  JZ Q  XC B  Y  CC ES,0960-7773,1469-2171,UNITED STATES,English,,,,History
C1001J,CONTEMPORARY FRENCH AND FRANCOPHONE STUDIES,CONTEMP FR FRANCOPH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,1740-9292,1740-9306,ENGLAND,English,,0,,"Literature, Romance"
00145J,CONTEMPORARY LITERATURE,CONTEMP LITERATURE,UNIV WISCONSIN PRESS,H  Q  Y  CC,0010-7484,1548-9949,UNITED STATES,English,,,,Literature
C9904J,Contemporary Music Review,CONTEMP MUSIC REV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",H  Q  Y  CC SP,0749-4467,1477-2256,ENGLAND,English,,,,Music
C7575J,Contemporary Nurse,CONTEMP NURSE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",D  SS JS JZ Q  XC WS ES SP,1037-6178,1839-3535,AUSTRALIA,English,1,1,0,Nursing
C7575J,Contemporary Nurse,CONTEMP NURSE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",D  SS JS JZ Q  XC WS ES SP,1037-6178,1839-3535,AUSTRALIA,English,,,,Nursing
10528J,CONTEMPORARY PACIFIC,CONTEMP PACIFIC,UNIV HAWAII PRESS,J  SS JZ Q  B  CC ES,1043-898X,1527-9464,UNITED STATES,English,0,,,Area Studies
30624J,CONTEMPORARY PHYSICS,CONTEMP PHYS,TAYLOR & FRANCIS LTD,K  D  JS Q  S  CC ES SP,0010-7514,1366-5812,ENGLAND,English,1,0,,"Physics, Multidisciplinary"
C9560J,Contemporary Political Theory,CONTEMP POLIT THEORY,PALGRAVE MACMILLAN LTD,J  SS JZ Q  XC B  CC ES,1470-8914,1476-9336,ENGLAND,English,0,1,,Political Science
D1503J,Contemporary Politics,CONTEMP POLIT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",SS JZ Q  XC B  CC ES SP,1356-9775,1469-3631,ENGLAND,English,,,,Political Science
D0868J,Contemporary Pragmatism,CONTEMP PRAGMAT,EDITIONS RODOPI BV,H  Q  Y  CC,1572-3429,,NETHERLANDS,English,,0,1,Philosophy
C8539J,Contemporary Problems of Ecology,CONTEMP PROBL ECOL+,MAIK NAUKA/INTERPERIODICA/SPRINGER,D  JS Q  XC B1 BA BP WS ES,1995-4255,1995-4263,RUSSIA,English,1,,0,Ecology
30635J,CONTEMPORARY PSYCHOANALYSIS,CONTEMP PSYCHOANAL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,0010-7530,2330-9091,UNITED STATES,English,0,1,,Psychiatry
30635J,CONTEMPORARY PSYCHOANALYSIS,CONTEMP PSYCHOANAL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",J  SS JZ Q  B  CC ES SP,0010-7530,2330-9091,UNITED STATES,English,,,,"Psychology, Psychoanalysis"
30643J,CONTEMPORARY SOCIOLOGY-A JOURNAL OF REVIEWS,CONTEMP SOCIOL,SAGE PUBLICATIONS INC,J  SS JZ Q  B  CC ES,0094-3061,1939-8638,UNITED STATES,English,,,,Sociology
D2557J,Contemporary Southeast Asia,CONTEMP SE ASIA,INST SOUTHEAST ASIAN STUDIES-ISEAS,SS JZ Q  XC B  CC ES,0129-797X,1793-284X,SINGAPORE,English,,,,Political Science
D2557J,Contemporary Southeast Asia,CONTEMP SE ASIA,INST SOUTHEAST ASIAN STUDIES-ISEAS,SS JZ Q  XC B  CC ES,0129-797X,1793-284X,SINGAPORE,English,,,,International Relations
D2557J,Contemporary Southeast Asia,CONTEMP SE ASIA,INST SOUTHEAST ASIAN STUDIES-ISEAS,SS JZ Q  XC B  CC ES,0129-797X,1793-284X,SINGAPORE,English,,,,Area Studies
11438J,CONTEMPORARY THEATRE REVIEW,CONTEMP THEATRE REV,TAYLOR & FRANCIS LTD,H  Q  Y  CC SP,1048-6801,1477-2264,ENGLAND,English,,0,1,Theater
C9575J,Contemporary Womens Writing,CONTEMP WOMENS WRIT,OXFORD UNIV PRESS,H  Q  Y  CC,1754-1476,1754-1484,ENGLAND,English,,,,Literature
12362J,CONTINENTAL PHILOSOPHY REVIEW,CONT PHILOS REV,SPRINGER,H  Q  Y  CC,1387-2842,1573-1103,NETHERLANDS,Multi-Language,,,,Philosophy
04600J,CONTINENTAL SHELF RESEARCH,CONT SHELF RES,PERGAMON-ELSEVIER SCIENCE LTD,K  D  JS Q  A  B7 CC ES,0278-4343,1873-6955,ENGLAND,English,1,,0,Oceanography
